	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3780.0	1	sp|Q03435|NHP10_YEAST	 	30.0	203	23857	Non-histone protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP10 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3781.0	1	sp|Q03441|RMD1_YEAST	 	25.1	430	49931	Sporulation protein RMD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RMD1 PE=1 SV=1	21	21	1.000	21	21	21.000	 
3782.0	1	sp|Q03446|RCR2_YEAST	 	51.4	210	24211	Protein RCR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCR2 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3783.0	1	sp|Q03455|MSC2_YEAST	 	11.0	724	80577	Probable zinc transporter MSC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC2 PE=1 SV=2	12	12	1.000	12	12	12.000	 
3784.0	1	sp|Q03466|EBS1_YEAST	 	24.0	884	99999	Protein EBS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EBS1 PE=3 SV=1	41	41	1.000	41	41	41.000	 
3785.0	1	sp|Q03496|TR732_YEAST	 	31.5	1420	163575	tRNA (cytidine(32)-2'-O)-methyltransferase non-catalytic subunit TRM732 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM732 PE=1 SV=1	76	76	1.000	76	76	76.000	 
3786.0	1	sp|Q03497|STE20_YEAST	 	31.8	939	102361	Serine/threonine-protein kinase STE20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE20 PE=1 SV=1	53	53	1.000	53	53	53.000	 
3787.0	1	sp|Q03503|NAA30_YEAST	 	31.8	176	20457	N-alpha-acetyltransferase 30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAK3 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3788.0	1	sp|Q03508|YM8F_YEAST	 	28.6	461	54106	Uncharacterized protein YMR265C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR265C PE=4 SV=1	16	16	1.000	16	16	16.000	 
3789.0	1	sp|Q03516|RSN1_YEAST	 	25.3	953	107671	Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSN1 PE=1 SV=1	50	50	1.000	50	50	50.000	 
3790.0	1	sp|Q03525|TMA23_YEAST	 	25.6	211	23949	Protein TMA23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA23 PE=1 SV=2	13	13	1.000	13	13	13.000	 
3791.0	1	sp|Q03529|SCS7_YEAST	 	15.4	384	44881	Ceramide very long chain fatty acid hydroxylase SCS7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCS7 PE=1 SV=1	20	20	1.000	20	20	20.000	 
3792.0	1	sp|Q03530|RCE1_YEAST	 	9.5	315	35911	CAAX prenyl protease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCE1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3793.0	1	sp|Q03532|HAS1_YEAST	 	31.1	505	56717	ATP-dependent RNA helicase HAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAS1 PE=1 SV=1	47	47	1.000	47	47	47.000	 
3794.0	1	sp|Q03533|TDA1_YEAST	 	18.4	586	66219	Serine/threonine-protein kinase TDA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDA1 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3795.0	1	sp|Q03554|GOT1_YEAST	 	27.5	138	15431	Protein transport protein GOT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GOT1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3796.0	1	sp|Q03557|GATA_YEAST	 	40.1	464	50918	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HER2 PE=1 SV=1	27	27	1.000	27	27	27.000	 
3797.0	1	sp|Q03558|OYE2_YEAST	 	66.2	400	45010	NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3	225	215	0.956	225	215	223.848	sp|P41816|OYE3_YEAST, sp|Q03558|OYE2_YEAST
3798.0	1	sp|Q03579|LIP1_YEAST	 	18.7	150	17206	Ceramide synthase subunit LIP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIP1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3799.0	1	sp|Q03612|YE11B_YEAST	 	38.3	1755	198560	Transposon Ty1-ER1 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-ER1 PE=3 SV=1	264	0	0.000	264	0	14.544	sp|P0C2I3|YD15B_YEAST, sp|P0C2I5|YL12B_YEAST, sp|P0C2I6|YL13B_YEAST, sp|P0C2I8|YL14A_YEAST, sp|P0C2I9|YP12B_YEAST, sp|P0C2J1|YP14B_YEAST, sp|P0CX63|YF21B_YEAST, sp|P47098|YJ11B_YEAST, sp|P47100|YJ12B_YEAST, sp|Q03612|YE11B_YEAST, sp|Q03855|YD11B_YEAST, sp|Q03856|YD11A_YEAST, sp|Q03964|YD17A_YEAST, sp|Q04214|YM13B_YEAST, sp|Q04670|YM14B_YEAST, sp|Q04711|YM11B_YEAST, sp|Q07791|YD23B_YEAST, sp|Q07793|YD13B_YEAST, sp|Q12112|YN11B_YEAST, sp|Q12141|YG11B_YEAST, sp|Q12273|YO11B_YEAST, sp|Q12391|YN11A_YEAST, sp|Q12490|YB11B_YEAST, sp|Q12491|YB21B_YEAST, sp|Q92392|YO11A_YEAST, sp|Q99337|YN12B_YEAST
3800.0	1	sp|Q03629|YMH9_YEAST	 	21.4	201	22461	Uncharacterized protein YML079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML079W PE=1 SV=1	15	15	1.000	15	15	15.000	 
3801.0	1	sp|Q03630|BET5_YEAST	 	22.6	159	18434	Trafficking protein particle complex subunit BET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BET5 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3802.0	1	sp|Q03631|WAR1_YEAST	 	16.5	944	107559	Weak acid resistance protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WAR1 PE=1 SV=1	34	34	1.000	34	34	34.000	 
3803.0	1	sp|Q03640|TCB3_YEAST	 	34.2	1545	171073	Tricalbin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCB3 PE=1 SV=1	165	165	1.000	165	165	165.000	 
3804.0	1	sp|Q03648|YM59_YEAST	 	37.0	457	52245	Uncharacterized protein YMR209C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR209C PE=1 SV=1	34	34	1.000	34	34	34.000	 
3805.0	1	sp|Q03649|YM60_YEAST	 	14.3	449	51437	Putative esterase YMR210W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR210W PE=1 SV=1	7	7	1.000	7	7	7.000	 
3806.0	1	sp|Q03652|DML1_YEAST	 	17.5	475	55312	Protein DML1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DML1 PE=3 SV=1	12	12	1.000	12	12	12.000	 
3807.0	1	sp|Q03653|EFR3_YEAST	 	28.6	782	89190	Protein EFR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFR3 PE=1 SV=1	47	47	1.000	47	47	47.000	 
3808.0	1	sp|Q03654|CEF1_YEAST	 	25.8	590	67730	Pre-mRNA-splicing factor CEF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CEF1 PE=1 SV=1	19	19	1.000	19	19	19.000	 
3809.0	1	sp|Q03655|GAS3_YEAST	 	34.9	524	56793	Probable 1,3-beta-glucanosyltransferase GAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAS3 PE=1 SV=1	23	23	1.000	23	23	23.000	 
3810.0	1	sp|Q03656|SKY1_YEAST	 	27.0	742	83237	Serine/threonine-protein kinase SKY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKY1 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3811.0	1	sp|Q03660|TR130_YEAST	 	26.0	1102	128129	Trafficking protein particle complex II-specific subunit 130 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS130 PE=1 SV=1	53	53	1.000	53	53	53.000	 
3812.0	1	sp|Q03661|ESC1_YEAST	 	25.9	1658	187136	Silent chromatin protein ESC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESC1 PE=1 SV=1	74	74	1.000	74	74	74.000	 
3813.0	1	sp|Q03667|MIX17_YEAST	 	17.3	156	16669	Mitochondrial intermembrane space cysteine motif-containing protein MIX17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIX17 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3814.0	1	sp|Q03673|AIM34_YEAST	 	16.2	198	22741	Altered inheritance of mitochondria protein 34, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM34 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3815.0	1	sp|Q03674|PLB2_YEAST	 	3.5	706	75455	Lysophospholipase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PLB2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3816.0	1	sp|Q03677|MTND_YEAST	 	42.5	179	20879	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADI1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3817.0	1	sp|Q03687|YMP0_YEAST	 	11.1	405	46872	Uncharacterized membrane protein YMR010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR010W PE=1 SV=1	8	8	1.000	8	8	8.000	 
3818.0	1	sp|Q03690|CLU_YEAST	 	41.3	1277	145164	Clustered mitochondria protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLU1 PE=1 SV=1	181	181	1.000	181	181	181.000	 
3819.0	1	sp|Q03694|INP1_YEAST	 	7.9	420	47314	Inheritance of peroxisomes protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INP1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3820.0	1	sp|Q03695|YM58_YEAST	 	9.3	313	35017	Uncharacterized protein YMR206W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR206W PE=4 SV=1	3	3	1.000	3	3	3.000	 
3821.0	1	sp|Q03702|CCE1_YEAST	 	21.8	353	41000	Cruciform cutting endonuclease 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCE1 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3822.0	1	sp|Q03703|YMD7_YEAST	 	13.8	340	38023	Uncharacterized protein YML037C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML037C PE=1 SV=1	8	8	1.000	8	8	8.000	 
3823.0	1	sp|Q03705|CG121_YEAST	 	53.0	181	20662	EKC/KEOPS complex subunit CGI121 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CGI121 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3824.0	1	sp|Q03707|SRC1_YEAST	 	36.7	834	95496	Inner nuclear membrane protein SRC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRC1 PE=1 SV=2	56	56	1.000	56	56	56.000	 
3825.0	1	sp|Q03713|RCF1_YEAST	 	28.3	159	18477	Respiratory supercomplex factor 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCF1 PE=1 SV=1	20	20	1.000	20	20	20.000	 
3826.0	1	sp|Q03714|USA1_YEAST	 	37.2	838	96652	U1 SNP1-associating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=USA1 PE=1 SV=1	52	52	1.000	52	52	52.000	 
3827.0	1	sp|Q03718|NSE5_YEAST	 	20.9	556	64012	Non-structural maintenance of chromosome element 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSE5 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3828.0	1	sp|Q03722|YMC0_YEAST	 	31.9	664	76137	Uncharacterized protein YML020W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML020W PE=1 SV=1	29	29	1.000	29	29	29.000	 
3829.0	1	sp|Q03723|OST6_YEAST	 	24.7	332	37890	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OST6 PE=1 SV=1	14	14	1.000	14	14	14.000	 
3830.0	1	sp|Q03730|YMB8_YEAST	 	11.2	393	43748	Uncharacterized vacuolar membrane protein YML018C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML018C PE=1 SV=1	6	6	1.000	6	6	6.000	 
3831.0	1	sp|Q03735|NAB6_YEAST	 	20.6	1134	126137	RNA-binding protein NAB6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAB6 PE=1 SV=1	54	49	0.907	54	49	51.882	sp|Q03735|NAB6_YEAST, sp|Q08925|MRN1_YEAST
3832.0	1	sp|Q03750|TAF8_YEAST	 	13.5	510	57985	Transcription initiation factor TFIID subunit 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF8 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3833.0	1	sp|Q03758|BUL2_YEAST	 	11.7	920	104785	Ubiquitin ligase-binding protein BUL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUL2 PE=1 SV=1	17	16	0.941	17	16	16.314	sp|P48524|BUL1_YEAST, sp|Q03758|BUL2_YEAST
3834.0	1	sp|Q03759|YMK8_YEAST	 	21.0	105	12339	Uncharacterized protein YML108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML108W PE=1 SV=1	4	4	1.000	4	4	4.000	 
3835.0	1	sp|Q03760|PML39_YEAST	 	30.8	334	39207	Pre-mRNA leakage protein 39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PML39 PE=1 SV=2	16	16	1.000	16	16	16.000	 
3836.0	1	sp|Q03761|TAF12_YEAST	 	34.1	539	61072	Transcription initiation factor TFIID subunit 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF12 PE=1 SV=1	39	39	1.000	39	39	39.000	 
3837.0	1	sp|Q03764|EKI1_YEAST	 	31.6	534	61656	Ethanolamine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EKI1 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3838.0	1	sp|Q03768|GIR2_YEAST	 	38.9	265	31030	Protein GIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIR2 PE=1 SV=1	24	24	1.000	24	24	24.000	 
3839.0	1	sp|Q03769|ENT5_YEAST	 	37.5	411	47321	Epsin-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENT5 PE=1 SV=1	33	33	1.000	33	33	33.000	 
3840.0	1	sp|Q03770|SSY1_YEAST	 	4.1	852	95743	SPS-sensor component SSY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSY1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3841.0	1	sp|Q03771|ACL4_YEAST	 	16.8	387	42942	Assembly chaperone of RPL4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACL4 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3842.0	1	sp|Q03772|CWC15_YEAST	 	32.0	175	19935	Pre-mRNA-splicing factor CWC15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWC15 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3843.0	1	sp|Q03774|TRM82_YEAST	 	43.7	444	50487	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM82 PE=1 SV=1	30	30	1.000	30	30	30.000	 
3844.0	1	sp|Q03776|PRP42_YEAST	 	24.6	544	65144	U1 small nuclear ribonucleoprotein component PRP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP42 PE=1 SV=1	30	30	1.000	30	30	30.000	 
3845.0	1	sp|Q03778|RIFK_YEAST	 	35.8	218	24537	Riboflavin kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMN1 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3846.0	1	sp|Q03780|YD239_YEAST	 	23.4	787	86432	Uncharacterized protein YDR239C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR239C PE=1 SV=1	26	26	1.000	26	26	26.000	 
3847.0	1	sp|Q03782|SNU56_YEAST	 	17.7	492	56498	56 kDa U1 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU56 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3848.0	1	sp|Q03784|TRS23_YEAST	 	19.2	219	24863	Trafficking protein particle complex subunit 23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS23 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3849.0	1	sp|Q03785|VHS1_YEAST	 	8.0	461	52136	Serine/threonine-protein kinase VHS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VHS1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3850.0	1	sp|Q03786|GNTK_YEAST	 	43.0	193	22174	Probable gluconokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR248C PE=1 SV=1	18	18	1.000	18	18	18.000	 
3851.0	1	sp|Q03790|NUP53_YEAST	 	44.8	475	52618	Nucleoporin NUP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP53 PE=1 SV=1	30	30	1.000	30	30	30.000	 
3852.0	1	sp|Q03792|RIM13_YEAST	 	14.7	727	83123	Calpain-like protease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM13 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3853.0	1	sp|Q03795|YM30_YEAST	 	15.9	547	60043	Uncharacterized membrane protein YMR155W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR155W PE=1 SV=1	13	13	1.000	13	13	13.000	 
3854.0	1	sp|Q03796|TPP1_YEAST	 	12.2	238	27383	Polynucleotide 3'-phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPP1 PE=3 SV=1	5	5	1.000	5	5	5.000	 
3855.0	1	sp|Q03798|AIM36_YEAST	 	43.1	255	29076	Altered inheritance of mitochondria protein 36, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM36 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3856.0	1	sp|Q03799|RT08_YEAST	 	25.8	155	17470	37S ribosomal protein S8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS8 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3857.0	1	sp|Q03823|YM35_YEAST	 	21.1	816	95096	Uncharacterized protein YMR160W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR160W PE=1 SV=1	29	29	1.000	29	29	29.000	 
3858.0	1	sp|Q03829|YM39_YEAST	 	12.8	368	40992	Uncharacterized mitochondrial carrier YMR166C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR166C PE=1 SV=1	3	3	1.000	3	3	3.000	 
3859.0	1	sp|Q03833|GIS1_YEAST	 	34.0	894	99480	Transcriptional activator/repressor GIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIS1 PE=1 SV=1	44	43	0.977	44	43	43.581	sp|P39956|RPH1_YEAST, sp|Q03833|GIS1_YEAST
3860.0	1	sp|Q03834|MSH6_YEAST	 	30.6	1242	140079	DNA mismatch repair protein MSH6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSH6 PE=1 SV=1	69	69	1.000	69	69	69.000	 
3861.0	1	sp|Q03835|GLRX3_YEAST	 	24.4	250	28261	Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX3 PE=1 SV=2	19	10	0.526	19	10	16.923	sp|P32642|GLRX4_YEAST, sp|Q03835|GLRX3_YEAST
3862.0	1	sp|Q03855|YD11B_YEAST	 	34.2	1755	198593	Transposon Ty1-DR1 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-DR1 PE=3 SV=2	232	0	0.000	232	0	11.724	sp|P0C2I3|YD15B_YEAST, sp|P0C2I5|YL12B_YEAST, sp|P0C2I6|YL13B_YEAST, sp|P0C2I8|YL14A_YEAST, sp|P0C2I9|YP12B_YEAST, sp|P0C2J1|YP14B_YEAST, sp|P0CX63|YF21B_YEAST, sp|P47098|YJ11B_YEAST, sp|P47100|YJ12B_YEAST, sp|Q03612|YE11B_YEAST, sp|Q03855|YD11B_YEAST, sp|Q03856|YD11A_YEAST, sp|Q03964|YD17A_YEAST, sp|Q04214|YM13B_YEAST, sp|Q04670|YM14B_YEAST, sp|Q04711|YM11B_YEAST, sp|Q07791|YD23B_YEAST, sp|Q07793|YD13B_YEAST, sp|Q12112|YN11B_YEAST, sp|Q12141|YG11B_YEAST, sp|Q12273|YO11B_YEAST, sp|Q12391|YN11A_YEAST, sp|Q12490|YB11B_YEAST, sp|Q12491|YB21B_YEAST, sp|Q92392|YO11A_YEAST, sp|Q99337|YN12B_YEAST
3863.0	1	sp|Q03856|YD11A_YEAST	 	43.2	440	49056	Transposon Ty1-DR1 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1A-DR1 PE=2 SV=1	150	0	0.000	150	0	8.716	sp|P0C2I3|YD15B_YEAST, sp|P0C2I5|YL12B_YEAST, sp|P0C2I6|YL13B_YEAST, sp|P0C2I8|YL14A_YEAST, sp|P0C2I9|YP12B_YEAST, sp|P0C2J1|YP14B_YEAST, sp|P47098|YJ11B_YEAST, sp|P47100|YJ12B_YEAST, sp|Q03612|YE11B_YEAST, sp|Q03855|YD11B_YEAST, sp|Q03856|YD11A_YEAST, sp|Q03964|YD17A_YEAST, sp|Q04214|YM13B_YEAST, sp|Q04670|YM14B_YEAST, sp|Q04711|YM11B_YEAST, sp|Q07793|YD13B_YEAST, sp|Q12112|YN11B_YEAST, sp|Q12141|YG11B_YEAST, sp|Q12273|YO11B_YEAST, sp|Q12391|YN11A_YEAST, sp|Q12490|YB11B_YEAST, sp|Q92392|YO11A_YEAST, sp|Q99337|YN12B_YEAST
3863.01	1	sp|Q12485|YG12A_YEAST	redundant	43.2	440	49034	Transposon Ty1-GR2 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1A-GR2 PE=2 SV=1	150	0	0.000	150	0	8.716	sp|P0C2I3|YD15B_YEAST, sp|P0C2I5|YL12B_YEAST, sp|P0C2I6|YL13B_YEAST, sp|P0C2I8|YL14A_YEAST, sp|P0C2I9|YP12B_YEAST, sp|P0C2J1|YP14B_YEAST, sp|P47098|YJ11B_YEAST, sp|P47100|YJ12B_YEAST, sp|Q03612|YE11B_YEAST, sp|Q03855|YD11B_YEAST, sp|Q03856|YD11A_YEAST, sp|Q03964|YD17A_YEAST, sp|Q04214|YM13B_YEAST, sp|Q04670|YM14B_YEAST, sp|Q04711|YM11B_YEAST, sp|Q07793|YD13B_YEAST, sp|Q12112|YN11B_YEAST, sp|Q12141|YG11B_YEAST, sp|Q12273|YO11B_YEAST, sp|Q12391|YN11A_YEAST, sp|Q12490|YB11B_YEAST, sp|Q92392|YO11A_YEAST, sp|Q99337|YN12B_YEAST
3864.0	1	sp|Q03860|TVP15_YEAST	 	18.9	143	15881	Golgi apparatus membrane protein TVP15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TVP15 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3865.0	1	sp|Q03862|ARX1_YEAST	 	37.6	593	65212	Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARX1 PE=1 SV=1	42	42	1.000	42	42	42.000	 
3866.0	1	sp|Q03868|SPO71_YEAST	 	7.6	1245	145179	Sporulation-specific protein 71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPO71 PE=3 SV=1	10	10	1.000	10	10	10.000	 
3867.0	1	sp|Q03880|PKR1_YEAST	 	11.5	122	13962	V-type ATPase assembly factor PKR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PKR1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3868.0	1	sp|Q03897|WDR59_YEAST	 	10.2	1148	130945	Maintenance of telomere capping protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTC5 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3869.0	1	sp|Q03898|FIN1_YEAST	 	18.9	291	33186	Filament protein FIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FIN1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3870.0	1	sp|Q03899|YD131_YEAST	 	23.4	556	65242	F-box protein YDR131C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR131C PE=1 SV=1	17	17	1.000	17	17	17.000	 
3871.0	1	sp|Q03900|YD132_YEAST	 	8.9	495	57194	Uncharacterized protein YDR132C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR132C PE=1 SV=1	4	4	1.000	4	4	4.000	 
3872.0	1	sp|Q03919|RUB1_YEAST	 	20.8	77	8693	NEDD8-like protein RUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RUB1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
