New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Jan 18 13:51:14 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_CarbonSources	Unique_CarbonSources	Corrected_CarbonSources	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources	TotInt_131N_CarbonSources	TotInt_131C_CarbonSources
3678	1	sp|Q02799|LEE1_YEAST	 	 	 	 	25.9	301	33595	Zinc finger protein LEE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEE1 PE=1 SV=1	7	7	1.000	7	7	7.000	7	92856.310548	105532.707489	123983.996369	324390.990721	345763.627929	323493.684571	454649.241212	376888.92163	417467.450928	9620.068237	7775.010804
3679	1	sp|Q02803|OAZ_YEAST	 	 	 	 	9.2	292	34045	Ornithine decarboxylase antizyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAZ1 PE=1 SV=2	3	3	1.000	3	3	3.000	3	107282.054688	98229.075195	106192.834961	51501.038085	50256.80371	52550.785645	151390.673828	135650.559571	155938.747071	3328.401672	2420.590393
3680	1	sp|Q02804|ARL3_YEAST	 	 	 	 	36.9	198	22782	ADP-ribosylation factor-like protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARL3 PE=1 SV=1	12	12	1.000	12	12	12.000	12	1159312.97607	1082061.50293	1193025.84375	1131975.80957	1337037.60645	1111912.95117	845441.039062	730521.650392	810998.294923	21977.845703	18752.045595
3681	1	sp|Q02805|ROD1_YEAST	 	 	 	 	18.4	837	92348	Protein ROD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROD1 PE=1 SV=1	26	26	1.000	26	26	26.000	26	2831732.09912	2546751.00903	2977767.48438	2087359.85401	2077061.97534	1969832.4292	2492577.60303	2118906.78711	2358888.97583	69976.84027	55347.890134
3682	1	sp|Q02821|IMA1_YEAST	 	 	 	 	27.3	542	60441	Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP1 PE=1 SV=1	31	31	1.000	31	31	31.000	31	7623506.18823	6821202.20459	7844688.91626	6536172.48242	6246542.50781	6473389.74219	5668831.04321	4798358.82922	5683464.02008	166430.211851	138313.4769
3683	1	sp|Q02825|SEN54_YEAST	 	 	 	 	16.5	467	54648	tRNA-splicing endonuclease subunit SEN54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEN54 PE=1 SV=1	9	9	1.000	9	9	9.000	9	528986.258788	488469.235838	591245.36499	579778.200072	566801.018677	582093.904603	575776.103028	493919.492523	536534.249634	15613.345155	10113.674378
3684	1	sp|Q02831|YP077_YEAST	 	 	 	 	21.2	240	27469	Uncharacterized protein YPL077C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL077C PE=1 SV=1	5	5	1.000	5	5	5.000	5	447527.414062	443382.749023	437858.579102	342985.711427	349009.854492	343435.669433	454042.43164	399629.509277	469412.106445	14213.877137	15059.774598
3685	1	sp|Q02863|UBP16_YEAST	 	 	 	 	23.0	499	56919	Ubiquitin carboxyl-terminal hydrolase 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP16 PE=1 SV=1	15	15	1.000	15	15	15.000	15	784275.365234	733364.257081	822466.325684	757317.822755	746404.699709	749007.232422	1032416.50586	888849.356932	1036007.63159	40140.556	30405.257873
3686	1	sp|Q02864|YP071_YEAST	 	 	 	 	12.2	156	18435	Uncharacterized protein YPL071C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL071C PE=1 SV=1	4	4	1.000	4	4	4.000	4	742856.220703	645306.425781	704685.285157	438208.751953	361625.294922	420403.050781	998770.660156	808757.107422	1094097.83594	21034.447021	20850.409789
3687	1	sp|Q02866|MUK1_YEAST	 	 	 	 	31.5	612	69538	Protein MUK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUK1 PE=1 SV=1	29	29	1.000	29	29	29.000	29	897899.19867	798493.849213	926086.573242	827032.994754	789544.231449	809261.66382	905256.088013	798876.845704	873578.485718	23644.429046	15579.896666
3688	1	sp|Q02872|YP108_YEAST	 	 	 	 	26.2	168	19818	Uncharacterized protein YPL108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL108W PE=1 SV=1	6	6	1.000	6	6	6.000	6	124219.617921	129697.487547	139627.689697	127592.456299	162940.472168	127331.188965	150358.874268	138918.898925	142576.022705	6808.21759	3650.498475
3689	1	sp|Q02873|YP107_YEAST	 	 	 	 	12.9	248	28569	UPF0651 protein YPL107W, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL107W PE=1 SV=1	3	3	1.000	3	3	3.000	3	445641.917969	423108.208984	430728.1875	317582.310546	283441.605469	287398.730469	524798.023437	478446.007813	549263.296875	63320.031006	10016.417908
3690	1	sp|Q02875|SYH1_YEAST	 	 	 	 	23.4	849	94355	SMY2 homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYH1 PE=1 SV=1	53	53	1.000	53	53	53.000	53	7457288.96119	7184872.69995	8316269.09033	6686186.77978	6546273.26196	6577615.81494	5845174.55664	4881248.37842	5101443.45483	143477.278014	117218.621122
3691	1	sp|Q02883|FMP30_YEAST	 	 	 	 	16.5	468	54367	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP30 PE=1 SV=1	12	12	1.000	12	12	12.000	12	1355851.48242	1110357.92871	1200766.9248	864598.816406	775157.675784	843029.664064	1521450.86133	1362441.97852	1591593.00977	33985.156188	24625.266664
3692	1	sp|Q02884|ELP4_YEAST	 	 	 	 	21.9	456	51155	Elongator complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP4 PE=1 SV=1	25	25	1.000	25	25	25.000	25	4668312.07764	4144710.46387	5001212.69434	2047197.31055	2006328.46655	1766537.41113	2493653.51611	2032730.52881	2397507.95142	66661.864198	55066.095824
3693	1	sp|Q02887|ATG21_YEAST	 	 	 	 	21.8	496	55187	Autophagy-related protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG21 PE=1 SV=1	14	14	1.000	14	14	14.000	14	1070720.20795	964268.96106	1221328.67725	797710.589355	727445.324465	665144.442871	1210756.60254	1054873.45435	1119073.66028	42234.469972	21801.890471
3694	1	sp|Q02888|INA17_YEAST	 	 	 	 	22.0	182	21842	Inner membrane assembly complex subunit 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INA17 PE=1 SV=1	8	8	1.000	8	8	8.000	8	1627557.82837	1032933.34204	1296461.12329	985918.193847	733833.661134	884813.432372	1963491.15039	1739136.27979	1992228.61108	62171.813599	50927.38208
3695	1	sp|Q02890|PNG1_YEAST	 	 	 	 	29.2	363	42484	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNG1 PE=1 SV=1	21	21	1.000	21	21	21.000	21	2490974.23828	2052155.95703	2424293.71875	1687536.90332	1576406.71289	1608891.03662	3058992.1253	2633957.02148	3086717.18677	81864.179598	69753.034486
3696	1	sp|Q02892|NOG1_YEAST	 	 	 	 	40.6	647	74409	Nucleolar GTP-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOG1 PE=1 SV=1	68	68	1.000	68	68	68.000	68	8800440.10608	7997028.27954	9550041.53125	9099831.55273	8722228.7749	8665506.26001	8133470.44751	6796394.39136	7629541.32959	217216.116086	175216.835539
3697	1	sp|Q02895|AAD16_YEAST	 	 	 	 	26.6	342	39682	Putative aryl-alcohol dehydrogenase AAD16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAD16 PE=1 SV=1	14	14	1.000	14	14	14.000	14	1779879.19385	1581335.46899	1722235.17725	455582.704345	424616.360352	428485.828734	2470118.67725	2012600.25293	2630400.30859	54911.000915	48545.692263
3698	1	sp|Q02896|YDC1_YEAST	 	 	 	 	16.4	317	37230	Alkaline ceramidase YDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDC1 PE=1 SV=1	17	17	1.000	17	17	17.000	17	644275.63037	581791.344482	620103.303223	337156.409302	281717.876099	325857.857363	721105.558837	667227.233398	727311.047119	14310.192504	9827.3956
3699	1	sp|Q02908|ELP3_YEAST	 	 	 	 	35.5	557	63656	Elongator complex protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP3 PE=1 SV=1	34	34	1.000	34	34	34.000	34	2118335.29907	1970449.87866	2363770.77173	3017369.85254	2544607.00659	2946166.37329	2223963.27539	1774864.94458	1976375.38526	79300.171444	50516.672667
3700	1	sp|Q02931|UTP17_YEAST	 	 	 	 	25.3	896	101236	NET1-associated nuclear protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAN1 PE=1 SV=1	39	39	1.000	39	39	39.000	39	2895604.08698	2670414.00403	3042658.95835	4922048.49002	4981831.77887	5071505.72748	2934300.46454	2566094.74689	2582392.94666	73138.569672	50632.479248
3701	1	sp|Q02932|KA120_YEAST	 	 	 	 	19.6	1032	119621	Importin beta-like protein KAP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP120 PE=1 SV=1	48	48	1.000	48	48	48.000	48	3567625.34302	3126657.51373	3563391.25903	3644429.43653	4145527.77539	3662390.11303	3550715.02051	3073756.15991	3459937.48657	123909.03488	88427.799073
3702	1	sp|Q02933|RNY1_YEAST	 	 	 	 	37.6	434	50171	Ribonuclease T2-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNY1 PE=1 SV=1	35	35	1.000	35	35	35.000	35	3202024.92767	2867994.02619	3207185.29792	2059468.44226	1787044.3035	1930490.68866	2946934.63251	2570704.60853	3007743.50983	81506.27713	69155.714203
3703	1	sp|Q02939|TFB2_YEAST	 	 	 	 	30.2	513	58534	General transcription and DNA repair factor IIH subunit TFB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB2 PE=1 SV=1	29	29	1.000	29	29	29.000	29	3829059.18286	3124897.93701	3722464.21045	4350932.42578	3903008.13526	3860988.47363	4387781.99903	3603883.34497	4574355.05054	144557.035979	127623.465332
3704	1	sp|Q02948|BECN1_YEAST	 	 	 	 	27.8	557	63260	Vacuolar protein sorting-associated protein 30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS30 PE=1 SV=1	29	29	1.000	29	29	29.000	29	2057935.56494	2017812.02612	2176105.45337	3043732.73541	2562516.0575	2677617.98181	1869414.20404	1546303.55982	1629291.83737	45704.550352	31053.907745
3705	1	sp|Q02950|RT51_YEAST	 	 	 	 	36.0	344	39445	37S ribosomal protein MRP51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP51 PE=1 SV=1	32	32	1.000	32	32	32.000	32	1991292.66522	1789136.64404	2103568.98096	1792623.771	1695774.51514	1706199.45728	2434243.25244	2103216.11255	2335743.50122	77103.178071	53503.26779
3706	1	sp|Q02959|HOS3_YEAST	 	 	 	 	21.8	697	79199	Histone deacetylase HOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOS3 PE=1 SV=1	26	26	1.000	26	26	26.000	26	1801325.78113	1599382.1051	1949954.74255	1941782.20923	1804487.05304	1875075.77908	1428777.80707	1302951.31531	1302735.62259	72984.603546	50002.027769
3707	1	sp|Q02961|YP113_YEAST	 	 	 	 	16.7	396	45013	Putative 2-hydroxyacid dehydrogenase YPL113C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL113C PE=2 SV=1	9	9	1.000	9	9	9.000	9	2697549.30072	2545043.63495	2924045.36704	1568137.052	1496589.54492	1532853.43286	4341522.57886	3407243.31201	4486992.10632	108606.280028	97627.18634
3708	1	sp|Q02969|PEX25_YEAST	 	 	sp|P00817|IPYR_YEAST, sp|Q02969|PEX25_YEAST	 	44.4	394	44910	Peroxisomal membrane protein PEX25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX25 PE=1 SV=1	74	51	0.689	74	51	58.196	51	6985081.59235	6163615.76276	6776186.96528	4534459.38263	3840926.21118	4116933.52588	6743996.5036	6430456.30591	6740833.72009	190347.074587	129050.095125
3709	1	sp|Q02979|GDE1_YEAST	 	 	 	 	23.8	1223	138013	Glycerophosphocholine phosphodiesterase GDE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDE1 PE=1 SV=1	48	48	1.000	48	48	48.000	48	3864977.85144	3581937.98328	4158542.80371	2894531.40484	2767441.15454	2716602.21777	6418167.00061	5255006.23715	6468701.77564	141718.965424	125889.29129
3710	1	sp|Q02981|YP109_YEAST	 	 	 	 	25.1	657	76175	ABC1 family protein YPL109C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL109C PE=1 SV=2	27	27	1.000	27	27	27.000	27	3413830.84619	2680480.6582	3122438.49756	2182390.8186	2064942.52905	2220263.70508	4938346.45117	4275810.23291	5019641.54687	145317.750886	107630.426697
3711	1	sp|Q02983|RRN5_YEAST	 	 	 	 	6.1	363	41720	RNA polymerase I-specific transcription initiation factor RRN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRN5 PE=1 SV=1	2	2	1.000	2	2	2.000	2	456942.359375	444843.5625	494715.515625	459100.539063	354773.867188	375099.65625	440116.398438	364242.492188	416130.90625	16531.822266	13193.993164
3712	1	sp|Q03002|FRK1_YEAST	 	 	sp|Q01919|KIN4_YEAST, sp|Q03002|FRK1_YEAST, sp|Q12152|YP150_YEAST	 	2.1	865	97692	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FRK1 PE=1 SV=1	5	1	0.200	5	1	1.118	1	7907.983398	8127.167969	9922.298828	9877.419922	9010.896484	9149.397461	6455.92334	5252.838867	6087.38623	150.0	150.0
3713	1	sp|Q03010|UME1_YEAST	 	 	 	 	24.1	460	51021	Transcriptional regulatory protein UME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UME1 PE=1 SV=1	18	18	1.000	18	18	18.000	18	657484.973387	606607.534913	683243.60742	1494920.91699	1492508.33374	1531332.19531	550588.086668	517299.92749	429384.319825	21012.013978	6461.076294
3714	1	sp|Q03012|SPP1_YEAST	 	 	 	 	18.4	353	41468	COMPASS component SPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPP1 PE=1 SV=1	11	11	1.000	11	11	11.000	11	701195.661865	738245.194824	792996.895752	818934.9292	836384.612793	858420.196776	781340.22412	664348.587402	728345.696778	21785.121125	15966.359558
3715	1	sp|Q03016|GIP3_YEAST	 	 	sp|Q03016|GIP3_YEAST, sp|Q12276|HER1_YEAST	 	20.8	1276	140889	GLC7-interacting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIP3 PE=1 SV=1	39	32	0.821	39	32	34.036	32	3757666.98529	3192087.99237	3805306.03711	3253745.65619	3187031.23499	3110522.4892	2401694.66272	2027241.20096	2266043.02405	50837.696352	42196.004487
3716	1	sp|Q03018|ESP1_YEAST	 	 	 	 	1.3	1630	187445	Separin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESP1 PE=1 SV=2	2	2	1.000	2	2	2.000	2	12671.720214	10780.39209	10478.297241	15836.699219	16684.842529	17243.986816	12590.113403	8921.534546	13115.481933	150.0	150.0
3717	1	sp|Q03020|ISU1_YEAST	 	 	 	 	19.4	165	17895	Iron sulfur cluster assembly protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISU1 PE=1 SV=1	5	5	1.000	5	5	5.000	5	39336.747682	39941.604553	48086.234376	112812.078186	124539.30072	109941.628418	56202.69818	45634.339661	48611.756225	1026.32019	150.0
3718	1	sp|Q03028|ODC1_YEAST	 	 	 	 	38.1	310	34206	Mitochondrial 2-oxodicarboxylate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ODC1 PE=1 SV=1	63	63	1.000	63	63	63.000	63	20421993.0767	16426717.77	19689346.2432	7214900.98559	6636829.35773	6455186.02417	42179120.416	36533297.2261	42552197.4492	1555123.32995	1179319.19678
3719	1	sp|Q03034|FDC1_YEAST	 	 	 	 	39.0	503	56163	Ferulic acid decarboxylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FDC1 PE=1 SV=1	37	37	1.000	37	37	37.000	37	4344900.35254	3793272.64771	4250754.43848	3449767.63306	3063446.64179	3120452.51172	2833620.75146	2551236.9422	2749305.06232	73571.491455	42179.868499
3720	1	sp|Q03048|COFI_YEAST	 	 	 	 	72.0	143	15901	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COF1 PE=1 SV=1	266	266	1.000	266	266	266.000	266	4715331.64178	5795203.47546	6463248.40624	14978223.2996	17854914.5126	15925770.7934	7864924.65415	6972644.6399	6608615.89539	87824.960448	42995.914213
3721	1	sp|Q03049|YD541_YEAST	 	 	 	 	16.3	344	38585	Putative uncharacterized oxidoreductase YDR541C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR541C PE=3 SV=2	8	8	1.000	8	8	8.000	8	731492.089844	686966.386719	775078.875001	1437138.3125	1383019.78906	1432416.78516	587868.426757	523636.728515	522534.626954	15180.203033	11507.374207
3722	1	sp|Q03063|DIG1_YEAST	 	 	 	 	29.9	452	49356	Down-regulator of invasive growth 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIG1 PE=1 SV=1	17	17	1.000	17	17	17.000	17	2542768.45313	2389748.85938	2584858.38184	2229528.16211	2106327.38184	2138820.26465	1457610.66504	1228877.50781	1432982.76904	11746.87442	12348.488769
3723	1	sp|Q03081|MET31_YEAST	 	 	 	 	17.5	177	19557	Transcriptional regulator MET31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET31 PE=1 SV=1	5	5	1.000	5	5	5.000	5	352908.753907	348313.83594	420579.890625	409671.41211	391304.63086	392152.109375	283741.923828	244934.546874	253856.078126	11215.425537	7371.358765
3724	1	sp|Q03088|SVL3_YEAST	 	 	sp|P37304|PAM1_YEAST, sp|Q03088|SVL3_YEAST	 	27.4	825	92143	Styryl dye vacuolar localization protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SVL3 PE=1 SV=1	34	33	0.971	34	33	33.407	33	3098705.36279	2617381.75372	3048560.41895	3590334.17066	3474754.56616	3763606.47779	2351620.81842	2002243.43006	2152419.93683	51316.373595	33149.025329
3725	1	sp|Q03102|YMN1_YEAST	 	 	 	 	37.3	365	39976	Uncharacterized membrane protein YML131W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML131W PE=1 SV=1	56	56	1.000	56	56	56.000	56	9980688.18921	9252464.0387	10217129.1349	8767002.93189	8549448.3418	8531512.45435	13603625.7998	11630995.9216	13738410.6958	294682.404297	260957.756044
3726	1	sp|Q03103|ERO1_YEAST	 	 	 	 	45.5	563	65032	Endoplasmic oxidoreductin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERO1 PE=1 SV=1	86	86	1.000	86	86	86.000	86	5376778.93921	4496562.81226	5054048.87762	4315996.07873	3700351.12964	4086532.37922	8438139.67956	7197040.21033	9360939.22303	206590.701232	174772.167873
3727	1	sp|Q03104|MSC1_YEAST	 	 	 	 	51.3	513	59588	Meiotic sister chromatid recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC1 PE=1 SV=1	173	173	1.000	173	173	173.000	173	18084283.0328	20097850.0285	20664527.6823	17923373.5217	17754139.313	18886253.1855	87360309.918	73616605.4775	84905722.0532	2035147.74625	1684361.47284
3728	1	sp|Q03124|RSC9_YEAST	 	 	 	 	28.2	581	65217	Chromatin structure-remodeling complex subunit RSC9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC9 PE=1 SV=1	31	31	1.000	31	31	31.000	31	5888217.69446	5512410.36694	6243574.7544	5714423.57544	5678357.01782	5630441.71826	6114918.18653	5358846.59985	5824078.8772	215381.090056	172549.690859
3729	1	sp|Q03125|NRG1_YEAST	 	 	 	 	16.0	231	26742	Transcriptional regulator NRG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NRG1 PE=1 SV=1	6	6	1.000	6	6	6.000	6	308498.56604	254141.832031	308330.568604	131042.209961	132594.729797	117832.377319	358809.405518	303045.195678	404477.589355	10099.504181	10117.325501
3730	1	sp|Q03144|SNO1_YEAST	 	 	 	 	16.5	224	24906	Pyridoxal 5'-phosphate synthase subunit SNO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNO1 PE=1 SV=1	4	4	1.000	4	4	4.000	4	138642.016601	125071.673827	144356.945802	498796.664062	504303.387695	464955.251953	653489.283203	583509.478515	599565.279298	21532.125976	14740.282898
3731	1	sp|Q03148|SNZ1_YEAST	 	 	sp|P43545|SNZ3_YEAST, sp|Q03148|SNZ1_YEAST	 	21.2	297	31817	Pyridoxal 5'-phosphate synthase subunit SNZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNZ1 PE=1 SV=1	9	4	0.444	9	4	5.818	4	146741.030762	178888.497071	218988.848145	760542.355469	1021698.39063	837073.607422	406946.796387	337884.128418	311688.572266	13240.352539	5692.390442
3732	1	sp|Q03151|MTG1_YEAST	 	 	 	 	17.2	367	42144	Mitochondrial GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTG1 PE=1 SV=1	7	7	1.000	7	7	7.000	7	734494.140625	668160.806641	689917.46875	502057.212891	491193.314454	467545.269532	732624.503907	664211.947266	725573.804689	17493.781678	13590.928162
3733	1	sp|Q03153|ATP25_YEAST	 	 	 	 	13.7	612	70413	ATPase synthesis protein 25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP25 PE=1 SV=1	13	13	1.000	13	13	13.000	13	1441043.82691	1400292.08008	1548702.81201	1175820.83447	1011062.25928	1094068.82861	1332473.34815	1154391.89892	1228875.34937	44527.695007	25130.614379
3734	1	sp|Q03161|YMY9_YEAST	 	 	 	 	73.1	297	33955	Glucose-6-phosphate 1-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR099C PE=1 SV=1	66	66	1.000	66	66	66.000	66	14424567.809	12057495.4911	14527094.6084	13018167.6862	11387134.5847	12001295.7158	11856569.7064	9058176.42404	10523490.787	353517.921418	162330.807832
3735	1	sp|Q03162|MUB1_YEAST	 	 	 	 	6.9	620	72250	MYND-type zinc finger protein MUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUB1 PE=1 SV=1	4	4	1.000	4	4	4.000	4	191101.984375	194148.018555	204977.854492	140553.856445	127426.587891	141260.036132	271066.517579	251713.326172	280177.746093	6277.399169	3045.915833
3736	1	sp|Q03177|YMZ2_YEAST	 	 	 	 	15.2	834	94253	WD repeat-containing protein YMR102C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR102C PE=1 SV=1	18	18	1.000	18	18	18.000	18	1608536.92065	1679843.30664	1896019.45312	1561620.00268	1534877.29566	1448335.95459	1490948.58008	1275849.23877	1383501.16016	32577.361542	27319.402649
3737	1	sp|Q03178|PIR1_YEAST	 	 	sp|P32478|HS150_YEAST, sp|P47001|CIS3_YEAST, sp|Q03178|PIR1_YEAST	 	7.6	341	34621	Cell wall mannoprotein PIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIR1 PE=1 SV=1	11	2	0.182	11	2	3.387	2	52240.478515	49813.307617	66017.878906	102988.830078	118405.268555	119949.519532	82618.213867	68196.794434	64749.333984	1315.564331	1434.678223
3738	1	sp|Q03195|RLI1_YEAST	 	 	 	 	41.6	608	68340	Translation initiation factor RLI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RLI1 PE=1 SV=1	63	63	1.000	63	63	63.000	63	12368914.9967	12045269.2013	14681472.8624	14280403.2294	14191828.2881	14111147.3725	10457219.1693	9078404.8949	9255291.40152	245419.79654	147589.348448
3739	1	sp|Q03201|RT10_YEAST	 	 	 	 	39.4	203	23424	37S ribosomal protein S10, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM10 PE=1 SV=1	12	12	1.000	12	12	12.000	12	331534.469972	292294.56958	325781.370851	414577.136718	435125.552736	441154.563476	420123.282958	360985.501465	367272.90625	10612.637177	5689.667113
